interaction_count,seed_count,mean_raw_ramp_reward,median_raw_ramp_reward,mean_raw_incremental_ramp_impact,median_raw_incremental_ramp_impact,mean_episode_count,mean_elapsed_seconds
446464,10,6.828029754289244e-05,6.865970741414835e-05,-6.828029754289244e-05,-6.865970741414835e-05,76.0,21478.077637600014
448512,10,6.795671359967555e-05,6.805659207655114e-05,-6.795671359967555e-05,-6.805659207655114e-05,76.0,21502.716319779982
450560,10,6.814540142543919e-05,6.793309497041108e-05,-6.814540142543919e-05,-6.793309497041108e-05,76.0,21527.48493444999
452608,10,6.965695037231142e-05,6.959273215788951e-05,-6.965695037231142e-05,-6.959273215788951e-05,76.0,21552.187948190003
454656,10,6.83897805699765e-05,6.896097695805951e-05,-6.83897805699765e-05,-6.896097695805951e-05,76.0,21576.916531539988
456704,10,6.950423571566979e-05,6.90412379559341e-05,-6.950423571566979e-05,-6.90412379559341e-05,76.0,21601.229989009957
458752,10,6.801793546281974e-05,6.77102652613055e-05,-6.801793546281974e-05,-6.77102652613055e-05,76.0,21625.658940909965
460800,10,6.867191061301452e-05,6.879468410704966e-05,-6.867191061301452e-05,-6.879468410704966e-05,76.0,21650.17750389995
462848,10,6.905525499386803e-05,6.937609770873971e-05,-6.905525499386803e-05,-6.937609770873971e-05,76.0,21674.824769229956
464896,10,6.845388101629773e-05,6.801122632643807e-05,-6.845388101629773e-05,-6.801122632643807e-05,76.0,21699.475101290038
466944,10,6.892669684103572e-05,6.863086481135851e-05,-6.892669684103572e-05,-6.863086481135851e-05,76.0,21724.07121782
468992,10,6.899556278365988e-05,6.89744143288968e-05,-6.899556278365988e-05,-6.89744143288968e-05,76.0,21748.702831199997
471040,10,6.933673425875105e-05,6.915025271873594e-05,-6.933673425875105e-05,-6.915025271873594e-05,76.0,21773.363948210026
473088,10,6.940179794152891e-05,6.969055054987941e-05,-6.940179794152891e-05,-6.969055054987941e-05,76.0,21797.702015969997
475136,10,6.894611112461511e-05,6.889319554964053e-05,-6.894611112461511e-05,-6.889319554964053e-05,76.0,21821.98081531001
477184,10,6.814833852287453e-05,6.82841825800811e-05,-6.814833852287453e-05,-6.82841825800811e-05,76.0,21846.270997010033
479232,10,6.898469517079018e-05,6.914896554230442e-05,-6.898469517079018e-05,-6.914896554230442e-05,76.0,21870.786564190035
481280,10,6.859439840431087e-05,6.860762496219998e-05,-6.859439840431087e-05,-6.860762496219998e-05,76.0,21895.27232186999
483328,10,6.92677181528879e-05,6.932146361875703e-05,-6.92677181528879e-05,-6.932146361875703e-05,76.0,21919.748908479953
485376,10,6.936815312057635e-05,6.905878838751936e-05,-6.936815312057635e-05,-6.905878838751936e-05,76.0,21944.320989219985
487424,10,6.852318525751345e-05,6.91796528655868e-05,-6.852318525751345e-05,-6.91796528655868e-05,76.0,21968.966150729986
489472,10,6.909522133492602e-05,6.883728282528975e-05,-6.909522133492602e-05,-6.883728282528975e-05,76.0,21993.520275659997
491520,10,6.879685621621902e-05,6.847909378529243e-05,-6.879685621621902e-05,-6.847909378529243e-05,76.0,22018.149482989986
493568,10,6.99698578687973e-05,7.048706783035368e-05,-6.99698578687973e-05,-7.048706783035368e-05,76.0,22042.888873530017
495616,10,6.839525516093428e-05,6.801117264171016e-05,-6.839525516093428e-05,-6.801117264171016e-05,76.0,22067.53739218996
497664,10,6.986691141985742e-05,7.03791016081064e-05,-6.986691141985742e-05,-7.03791016081064e-05,76.0,22092.623076659977
499712,10,6.930273904958761e-05,6.922441702340871e-05,-6.930273904958761e-05,-6.922441702340871e-05,72.0,22117.792068649967
501760,10,6.946098308104042e-05,6.985782186975432e-05,-6.946098308104042e-05,-6.985782186975432e-05,76.0,22143.109550089994
503808,10,6.945040008091651e-05,6.913613115665992e-05,-6.945040008091651e-05,-6.913613115665992e-05,76.0,22168.405951189947
505856,10,6.970253676340792e-05,6.94927359824931e-05,-6.970253676340792e-05,-6.94927359824931e-05,76.0,22193.494347509975
507904,10,6.908458477212663e-05,6.921234555955204e-05,-6.908458477212663e-05,-6.921234555955204e-05,76.0,22219.12948147999
509952,10,6.857536470416917e-05,6.838424988503263e-05,-6.857536470416917e-05,-6.838424988503263e-05,76.0,22244.815009230002
512000,10,7.031685967989184e-05,7.062042284713488e-05,-7.031685967989184e-05,-7.062042284713488e-05,76.0,22270.197760929983
514048,10,6.964140874796597e-05,6.975353013274384e-05,-6.964140874796597e-05,-6.975353013274384e-05,76.0,22295.690739080008
516096,10,7.012190866327794e-05,7.05275716703892e-05,-7.012190866327794e-05,-7.05275716703892e-05,76.0,22320.891628780006
518144,10,6.934516980053757e-05,6.938912033758817e-05,-6.934516980053757e-05,-6.938912033758817e-05,76.0,22346.04287598997
520192,10,6.954885483661608e-05,6.956377194539137e-05,-6.954885483661608e-05,-6.956377194539137e-05,76.0,22370.81392569996
522240,10,6.958858521273286e-05,6.852669532924786e-05,-6.958858521273286e-05,-6.852669532924786e-05,76.0,22395.73955865996
524288,10,6.9620738582992e-05,6.984529724276853e-05,-6.9620738582992e-05,-6.984529724276853e-05,76.0,22420.82138508996
526336,10,6.991577110535071e-05,6.981780182133073e-05,-6.991577110535071e-05,-6.981780182133073e-05,76.0,22445.38290021997
528384,10,6.912459531412475e-05,6.971091662105768e-05,-6.912459531412475e-05,-6.971091662105768e-05,76.0,22470.295746170006
530432,10,7.025059878404318e-05,7.071157229561316e-05,-7.025059878404318e-05,-7.071157229561316e-05,76.0,22494.955780700013
532480,10,6.985067674708227e-05,6.950389900498279e-05,-6.985067674708227e-05,-6.950389900498279e-05,76.0,22519.30985299002
534528,10,7.099273873217665e-05,7.121632915119187e-05,-7.099273873217665e-05,-7.121632915119187e-05,76.0,22543.60183239998
536576,10,6.931086337348761e-05,6.947450123482316e-05,-6.931086337348761e-05,-6.947450123482316e-05,76.0,22567.957011779956
538624,10,6.976933976872097e-05,7.031946345870425e-05,-6.976933976872097e-05,-7.031946345870425e-05,76.0,22592.41433370998
540672,10,6.997859888402766e-05,7.018290086221099e-05,-6.997859888402766e-05,-7.018290086221099e-05,76.0,22616.698944450007
542720,10,6.998897521724075e-05,7.003237209157811e-05,-6.998897521724075e-05,-7.003237209157811e-05,76.0,22641.222749009983
544768,10,6.971832144539976e-05,6.942846037736127e-05,-6.971832144539976e-05,-6.942846037736127e-05,76.0,22665.694617459994
546816,10,6.962329329214634e-05,6.957962806776073e-05,-6.962329329214634e-05,-6.957962806776073e-05,76.0,22690.132376839967
548864,10,7.063300951300594e-05,7.040904424066862e-05,-7.063300951300594e-05,-7.040904424066862e-05,76.0,22714.490599970006
550912,10,7.025682929323381e-05,7.065727299948464e-05,-7.025682929323381e-05,-7.065727299948464e-05,76.0,22739.11874542001
552960,10,6.984285163767458e-05,6.93761031932227e-05,-6.984285163767458e-05,-6.93761031932227e-05,76.0,22763.629254349973
555008,10,7.020967901377363e-05,7.044947983924352e-05,-7.020967901377363e-05,-7.044947983924352e-05,72.0,22788.234399769968
557056,10,7.015858554428378e-05,7.040012076588487e-05,-7.015858554428378e-05,-7.040012076588487e-05,76.0,22812.809777510003
559104,10,7.0972132986005e-05,7.118582128031816e-05,-7.0972132986005e-05,-7.118582128031816e-05,76.0,22837.206429749982
561152,10,6.970832840518112e-05,6.931019810990229e-05,-6.970832840518112e-05,-6.931019810990229e-05,76.0,22861.62443930998
563200,10,6.94571672682881e-05,6.90749151632817e-05,-6.94571672682881e-05,-6.90749151632817e-05,76.0,22886.27869217
565248,10,7.04671933717702e-05,7.17878417189913e-05,-7.04671933717702e-05,-7.17878417189913e-05,76.0,22910.692962069996
567296,10,6.91824525735951e-05,6.910772117776677e-05,-6.91824525735951e-05,-6.910772117776677e-05,76.0,22935.208277049987
569344,10,6.957175601741275e-05,6.968336705968524e-05,-6.957175601741275e-05,-6.968336705968524e-05,76.0,22959.441044469993
571392,10,7.013786359127759e-05,7.042372429512212e-05,-7.013786359127759e-05,-7.042372429512212e-05,76.0,22983.633945610025
573440,10,6.998250503564366e-05,6.994005836767565e-05,-6.998250503564366e-05,-6.994005836767565e-05,76.0,23007.769760729978
575488,10,7.141882367386635e-05,7.129496653567085e-05,-7.141882367386635e-05,-7.129496653567085e-05,76.0,23032.038370619994
577536,10,6.998090888173964e-05,6.940890645780667e-05,-6.998090888173964e-05,-6.940890645780667e-05,76.0,23056.680232180028
579584,10,7.154280854702118e-05,7.138908833890172e-05,-7.154280854702118e-05,-7.138908833890172e-05,76.0,23081.87445985002
581632,10,7.040563144668707e-05,7.03909293002307e-05,-7.040563144668707e-05,-7.03909293002307e-05,76.0,23107.178012860008
583680,10,7.000586963771718e-05,7.033158468286614e-05,-7.000586963771718e-05,-7.033158468286614e-05,76.0,23132.66964688003
585728,10,7.118792571775788e-05,7.116873316660331e-05,-7.118792571775788e-05,-7.116873316660331e-05,76.0,23158.15436463002
587776,10,6.963509423824704e-05,6.953986634419549e-05,-6.963509423824704e-05,-6.953986634419549e-05,76.0,23183.46956515997
589824,10,7.064795045982471e-05,7.043756031183972e-05,-7.064795045982471e-05,-7.043756031183972e-05,76.0,23208.73904448999
591872,10,7.04548650132314e-05,7.043270222150313e-05,-7.04548650132314e-05,-7.043270222150313e-05,76.0,23234.06144745003
593920,10,7.030219045449258e-05,7.019438860044543e-05,-7.030219045449258e-05,-7.019438860044543e-05,76.0,23259.546600789974
595968,10,7.012318169364282e-05,7.087087885063997e-05,-7.012318169364282e-05,-7.087087885063997e-05,76.0,23285.100864470005
598016,10,7.110342103937065e-05,7.076215625040988e-05,-7.110342103937065e-05,-7.076215625040988e-05,76.0,23310.43899029996
600064,10,7.000186120857712e-05,6.9984211587638e-05,-7.000186120857712e-05,-6.9984211587638e-05,76.0,23335.38089409999
602112,10,7.11899419704364e-05,7.135486990954504e-05,-7.11899419704364e-05,-7.135486990954504e-05,76.0,23360.40905639997
604160,10,7.10398507187725e-05,7.095944116036087e-05,-7.10398507187725e-05,-7.095944116036087e-05,76.0,23385.000732569977
606208,10,7.08417966550269e-05,7.046316835160817e-05,-7.08417966550269e-05,-7.046316835160817e-05,76.0,23409.61645350999
608256,10,7.046877748144494e-05,7.028348718517433e-05,-7.046877748144494e-05,-7.028348718517433e-05,76.0,23434.11152775998
610304,10,7.103357763817755e-05,7.106090801141932e-05,-7.103357763817755e-05,-7.106090801141932e-05,72.0,23458.365707400022
612352,10,7.032993052326833e-05,7.040893261520549e-05,-7.032993052326833e-05,-7.040893261520549e-05,76.0,23482.70362978
614400,10,7.156711829897661e-05,7.092318673771359e-05,-7.156711829897661e-05,-7.092318673771359e-05,76.0,23506.897897989977
616448,10,7.030809037012899e-05,7.086667391969348e-05,-7.030809037012899e-05,-7.086667391969348e-05,76.0,23530.872367149987
618496,10,6.999153360751157e-05,6.958135183620802e-05,-6.999153360751157e-05,-6.958135183620802e-05,76.0,23554.939871019986
620544,10,6.981519504166577e-05,6.936368391973125e-05,-6.981519504166577e-05,-6.936368391973125e-05,76.0,23578.90387193002
622592,10,7.101364361428817e-05,7.060051820798388e-05,-7.101364361428817e-05,-7.060051820798388e-05,76.0,23602.927215099964
624640,10,7.201205046565583e-05,7.189463486308783e-05,-7.201205046565583e-05,-7.189463486308783e-05,76.0,23626.870954429964
626688,10,7.14031560507502e-05,7.146603415363867e-05,-7.14031560507502e-05,-7.146603415363867e-05,76.0,23650.769210139988
628736,10,7.037947779528539e-05,7.10883363270188e-05,-7.037947779528539e-05,-7.10883363270188e-05,76.0,23674.956293419957
630784,10,7.121022939956468e-05,7.087602435753426e-05,-7.121022939956468e-05,-7.087602435753426e-05,76.0,23698.976050899993
632832,10,7.160489353809165e-05,7.162358665413337e-05,-7.160489353809165e-05,-7.162358665413337e-05,76.0,23722.89841954999
634880,10,7.040887444308201e-05,7.071483191351883e-05,-7.040887444308201e-05,-7.071483191351883e-05,76.0,23746.73331028996
636928,10,7.101515537449997e-05,7.079018021132526e-05,-7.101515537449997e-05,-7.079018021132526e-05,76.0,23771.22471773997
638976,10,7.011462321868728e-05,7.026772592997496e-05,-7.011462321868728e-05,-7.026772592997496e-05,76.0,23795.856210459977
641024,10,7.122902243385748e-05,7.070368449847864e-05,-7.122902243385748e-05,-7.070368449847864e-05,76.0,23820.524504539975
643072,10,7.068358102273687e-05,7.029976037488172e-05,-7.068358102273687e-05,-7.029976037488172e-05,76.0,23845.24444704
645120,10,7.161876859609678e-05,7.18238836706844e-05,-7.161876859609678e-05,-7.18238836706844e-05,76.0,23869.984158289968
647168,10,7.177161585211384e-05,7.1448036931977e-05,-7.177161585211384e-05,-7.1448036931977e-05,76.0,23895.05245356001
649216,10,7.075167053274441e-05,7.099035305680155e-05,-7.075167053274441e-05,-7.099035305680155e-05,76.0,23919.55792532002
651264,10,7.154621422431355e-05,7.129509395295693e-05,-7.154621422431355e-05,-7.129509395295693e-05,76.0,23943.99332893996
653312,10,7.131323546757012e-05,7.170958795202753e-05,-7.131323546757012e-05,-7.170958795202753e-05,76.0,23968.91162596997
655360,10,7.071996500359937e-05,7.065894818480285e-05,-7.071996500359937e-05,-7.065894818480285e-05,76.0,23993.656668789987
657408,10,7.093370460584793e-05,7.066115636567291e-05,-7.093370460584793e-05,-7.066115636567291e-05,76.0,24018.63014636999
659456,10,7.191321605955161e-05,7.184366526484149e-05,-7.191321605955161e-05,-7.184366526484149e-05,76.0,24043.23329065002
661504,10,7.075110151989667e-05,7.031230725245953e-05,-7.075110151989667e-05,-7.031230725245953e-05,76.0,24067.798365369974
663552,10,7.143843677905944e-05,7.103937251893709e-05,-7.143843677905944e-05,-7.103937251893709e-05,76.0,24092.316230089964
665600,10,7.178812508905597e-05,7.176297280099794e-05,-7.178812508905597e-05,-7.176297280099794e-05,72.0,24116.17194646001
667648,10,7.19459149988799e-05,7.187794676905949e-05,-7.19459149988799e-05,-7.187794676905949e-05,76.0,24140.127386189997
669696,10,7.115650838949446e-05,7.058224617674693e-05,-7.115650838949446e-05,-7.058224617674693e-05,76.0,24164.101109579973
671744,10,7.137736077192887e-05,7.172683400811279e-05,-7.137736077192887e-05,-7.172683400811279e-05,76.0,24188.06736651999
673792,10,7.104892148557585e-05,7.124463557854079e-05,-7.104892148557585e-05,-7.124463557854079e-05,76.0,24212.08348377999
675840,10,7.090075868556183e-05,7.105017606848404e-05,-7.090075868556183e-05,-7.105017606848404e-05,76.0,24235.97744760001
677888,10,7.158693676719511e-05,7.13168243629782e-05,-7.158693676719511e-05,-7.13168243629782e-05,76.0,24259.98728755
679936,10,7.08489066788343e-05,7.056780256157995e-05,-7.08489066788343e-05,-7.056780256157995e-05,76.0,24284.117928659987
681984,10,7.178584542758855e-05,7.199616302673852e-05,-7.178584542758855e-05,-7.199616302673852e-05,76.0,24308.041783539975
684032,10,7.077722292544558e-05,7.038771474348966e-05,-7.077722292544558e-05,-7.038771474348966e-05,76.0,24331.994843420012
686080,10,7.207928834894798e-05,7.227818889706333e-05,-7.207928834894798e-05,-7.227818889706333e-05,76.0,24355.997652959988
688128,10,7.18977422650754e-05,7.121896070279692e-05,-7.18977422650754e-05,-7.121896070279692e-05,76.0,24380.020906170015
690176,10,7.106205899953649e-05,7.100760281892623e-05,-7.106205899953649e-05,-7.100760281892623e-05,76.0,24404.08984093999
692224,10,7.117461156974372e-05,7.117782751704942e-05,-7.117461156974372e-05,-7.117782751704942e-05,76.0,24428.162905580015
694272,10,7.151782084785006e-05,7.157678936265825e-05,-7.151782084785006e-05,-7.157678936265825e-05,76.0,24452.246615450014
696320,10,7.193849546434818e-05,7.169523105424934e-05,-7.193849546434818e-05,-7.169523105424934e-05,76.0,24476.310146129992
698368,10,7.1320936751235e-05,7.131019278359006e-05,-7.1320936751235e-05,-7.131019278359006e-05,76.0,24500.29073819001
700416,10,7.184870758627405e-05,7.17668024935955e-05,-7.184870758627405e-05,-7.17668024935955e-05,76.0,24524.34174499002
702464,10,7.167007597889404e-05,7.195264522166655e-05,-7.167007597889404e-05,-7.195264522166655e-05,76.0,24548.965368149988
704512,10,7.154073859874314e-05,7.135683561125463e-05,-7.154073859874314e-05,-7.135683561125463e-05,76.0,24573.543832340045
706560,10,7.201581241586541e-05,7.193588564652345e-05,-7.201581241586541e-05,-7.193588564652345e-05,76.0,24598.04855213
708608,10,7.164028405974847e-05,7.200365335812298e-05,-7.164028405974847e-05,-7.200365335812298e-05,76.0,24622.403099459967
710656,10,7.236038262960853e-05,7.236322675128756e-05,-7.236038262960853e-05,-7.236322675128756e-05,76.0,24646.602099850006
712704,10,7.101495428645367e-05,7.110636776619584e-05,-7.101495428645367e-05,-7.110636776619584e-05,76.0,24670.94016723002
714752,10,7.124956349581404e-05,7.115769662803542e-05,-7.124956349581404e-05,-7.115769662803542e-05,76.0,24695.42033901999
716800,10,7.24091599670352e-05,7.184853214283789e-05,-7.24091599670352e-05,-7.184853214283789e-05,76.0,24719.484708230033
718848,10,7.1240671675427e-05,7.122984265076777e-05,-7.1240671675427e-05,-7.122984265076777e-05,76.0,24743.757525200024
720896,10,7.147735060399844e-05,7.119735243485442e-05,-7.147735060399844e-05,-7.119735243485442e-05,72.0,24768.13683392997
722944,10,7.194836187872895e-05,7.215593444652469e-05,-7.194836187872895e-05,-7.215593444652469e-05,76.0,24792.45238856003
724992,10,7.204043785762705e-05,7.228327978910477e-05,-7.204043785762705e-05,-7.228327978910477e-05,76.0,24816.697398729993
727040,10,7.155668350484245e-05,7.099529621604902e-05,-7.155668350484245e-05,-7.099529621604902e-05,76.0,24840.90946719998
729088,10,7.184274619939337e-05,7.209287458994467e-05,-7.184274619939337e-05,-7.209287458994467e-05,76.0,24866.12857340998
731136,10,7.25864111048487e-05,7.268334414944882e-05,-7.25864111048487e-05,-7.268334414944882e-05,76.0,24892.82690563996
733184,10,7.123244771457587e-05,7.04620918267899e-05,-7.123244771457587e-05,-7.04620918267899e-05,76.0,24921.052937179942
735232,10,7.233763397703306e-05,7.23993667843887e-05,-7.233763397703306e-05,-7.23993667843887e-05,76.0,24948.892090519985
737280,10,7.130074696655237e-05,7.07547623307512e-05,-7.130074696655237e-05,-7.07547623307512e-05,76.0,24975.26138412999
739328,10,7.2350552036747e-05,7.246675059979572e-05,-7.2350552036747e-05,-7.246675059979572e-05,76.0,25001.450983180013
741376,10,7.188777170174927e-05,7.191077929490785e-05,-7.188777170174927e-05,-7.191077929490785e-05,76.0,25027.352315720007
743424,10,7.272667175065568e-05,7.252710915501206e-05,-7.272667175065568e-05,-7.252710915501206e-05,76.0,25052.641633669984
745472,10,7.114378753208443e-05,7.094843365675169e-05,-7.114378753208443e-05,-7.094843365675169e-05,76.0,25077.983362050007
747520,10,7.163990379204166e-05,7.150283088975519e-05,-7.163990379204166e-05,-7.150283088975519e-05,76.0,25103.590766249992
749568,10,7.238937660546383e-05,7.203923771879167e-05,-7.238937660546383e-05,-7.203923771879167e-05,76.0,25130.053455660003
751616,10,7.111527443232452e-05,7.148516282092835e-05,-7.111527443232452e-05,-7.148516282092835e-05,76.0,25156.55673531997
753664,10,7.264937890519264e-05,7.225752861845425e-05,-7.264937890519264e-05,-7.225752861845425e-05,76.0,25183.161914790002
755712,10,7.240290815921461e-05,7.219045748186185e-05,-7.240290815921461e-05,-7.219045748186185e-05,76.0,25209.616440669983
757760,10,7.180016831844613e-05,7.17665342767552e-05,-7.180016831844613e-05,-7.17665342767552e-05,76.0,25235.4538256
759808,10,7.167968282830309e-05,7.214722695821875e-05,-7.167968282830309e-05,-7.214722695821875e-05,76.0,25260.701088449987
761856,10,7.192821387911485e-05,7.242368687530875e-05,-7.192821387911485e-05,-7.242368687530875e-05,76.0,25285.822513159947
763904,10,7.208735909921949e-05,7.20722797907141e-05,-7.208735909921949e-05,-7.20722797907141e-05,76.0,25311.437067299987
765952,10,7.187011581695656e-05,7.207998469479195e-05,-7.187011581695656e-05,-7.207998469479195e-05,76.0,25337.50550125998
768000,10,7.199384316096679e-05,7.280510437024077e-05,-7.199384316096679e-05,-7.280510437024077e-05,76.0,25363.05729628003
770048,10,7.138610582102955e-05,7.101008918739541e-05,-7.138610582102955e-05,-7.101008918739541e-05,76.0,25388.452517689973
772096,10,7.306397860999938e-05,7.326207143316765e-05,-7.306397860999938e-05,-7.326207143316765e-05,76.0,25413.834140069994
774144,10,7.071228002054574e-05,7.123645255787826e-05,-7.071228002054574e-05,-7.123645255787826e-05,76.0,25439.251131099998
776192,10,7.348156374467305e-05,7.310697109922713e-05,-7.348156374467305e-05,-7.310697109922713e-05,72.0,25465.063941099983
778240,10,7.236683923323724e-05,7.249214256350902e-05,-7.236683923323724e-05,-7.249214256350902e-05,76.0,25491.047834139994
780288,10,7.184027033612758e-05,7.151619612078958e-05,-7.184027033612758e-05,-7.151619612078958e-05,76.0,25516.901360209962
782336,10,7.253976395522438e-05,7.299311929143504e-05,-7.253976395522438e-05,-7.299311929143504e-05,76.0,25542.36902066001
784384,10,7.184056337227727e-05,7.212556659693066e-05,-7.184056337227727e-05,-7.212556659693066e-05,76.0,25567.554893519984
786432,10,7.14476760905683e-05,7.15814336800973e-05,-7.14476760905683e-05,-7.15814336800973e-05,76.0,25592.65280659001
788480,10,7.258843005691237e-05,7.306015356225213e-05,-7.258843005691237e-05,-7.306015356225213e-05,76.0,25617.910690669996
790528,10,7.171513310477156e-05,7.162578022229459e-05,-7.171513310477156e-05,-7.162578022229459e-05,76.0,25643.49970614
792576,10,7.157685282027025e-05,7.148386696246946e-05,-7.157685282027025e-05,-7.148386696246946e-05,76.0,25669.064056009986
794624,10,7.165845303581764e-05,7.159990572139815e-05,-7.165845303581764e-05,-7.159990572139815e-05,76.0,25694.107235349995
796672,10,7.220642945686965e-05,7.240449591358383e-05,-7.220642945686965e-05,-7.240449591358383e-05,76.0,25720.48732874
798720,10,7.301936860863554e-05,7.279652868508277e-05,-7.301936860863554e-05,-7.279652868508277e-05,76.0,25747.199653040014
800768,10,7.31762845408008e-05,7.345067703092185e-05,-7.31762845408008e-05,-7.345067703092185e-05,76.0,25773.533390399978
802816,10,7.320961839627961e-05,7.338537250179089e-05,-7.320961839627961e-05,-7.338537250179089e-05,76.0,25798.93065574998
804864,10,7.190681258357489e-05,7.166558473172457e-05,-7.190681258357489e-05,-7.166558473172457e-05,76.0,25824.219970099955
806912,10,7.289245417284781e-05,7.270926481605698e-05,-7.289245417284781e-05,-7.270926481605698e-05,76.0,25849.705715589993
808960,10,7.175965920644334e-05,7.142892303508587e-05,-7.175965920644334e-05,-7.142892303508587e-05,76.0,25875.476701169973
811008,10,7.25161720018217e-05,7.336864393648646e-05,-7.25161720018217e-05,-7.336864393648646e-05,76.0,25901.107718580006
813056,10,7.229690801482449e-05,7.183945099769412e-05,-7.229690801482449e-05,-7.183945099769412e-05,76.0,25926.60699158998
815104,10,7.215831866180473e-05,7.181255982578817e-05,-7.215831866180473e-05,-7.181255982578817e-05,76.0,25951.686249449987
817152,10,7.266124242882697e-05,7.276958021789606e-05,-7.266124242882697e-05,-7.276958021789606e-05,76.0,25976.861978159963
819200,10,7.29033502968055e-05,7.280108475219021e-05,-7.29033502968055e-05,-7.280108475219021e-05,76.0,26002.08123110996
821248,10,7.318824166407255e-05,7.292749666778928e-05,-7.318824166407255e-05,-7.292749666778928e-05,76.0,26027.228634229978
823296,10,7.232583604467728e-05,7.182209886628533e-05,-7.232583604467728e-05,-7.182209886628533e-05,76.0,26052.13189562997
825344,10,7.098620358774227e-05,7.125912357372928e-05,-7.098620358774227e-05,-7.125912357372928e-05,76.0,26077.042302580016
827392,10,7.24654052815854e-05,7.201019618147242e-05,-7.24654052815854e-05,-7.201019618147242e-05,76.0,26102.222314370003
829440,10,7.316726253635415e-05,7.356945765898582e-05,-7.316726253635415e-05,-7.356945765898582e-05,76.0,26127.136713839973
831488,10,7.28664278947505e-05,7.267647328011781e-05,-7.28664278947505e-05,-7.267647328011781e-05,72.0,26152.148440920002
833536,10,7.178373799874042e-05,7.181833553468152e-05,-7.178373799874042e-05,-7.181833553468152e-05,76.0,26177.131395679993
835584,10,7.202690002802057e-05,7.1886567322933e-05,-7.202690002802057e-05,-7.1886567322933e-05,76.0,26202.148415689986
837632,10,7.262079161579937e-05,7.263312770030295e-05,-7.262079161579937e-05,-7.263312770030295e-05,76.0,26226.994820250013
839680,10,7.291822130928112e-05,7.263403815144707e-05,-7.291822130928112e-05,-7.263403815144707e-05,76.0,26251.72454471998
841728,10,7.176287771670297e-05,7.149107585384447e-05,-7.176287771670297e-05,-7.149107585384447e-05,76.0,26276.23864521999
843776,10,7.325493738229649e-05,7.363962673190977e-05,-7.325493738229649e-05,-7.363962673190977e-05,76.0,26300.75003931001
845824,10,7.287383086898697e-05,7.347430787435957e-05,-7.287383086898697e-05,-7.347430787435957e-05,76.0,26325.070699129974
847872,10,7.174517577314232e-05,7.236757245345849e-05,-7.174517577314232e-05,-7.236757245345849e-05,76.0,26349.560009019984
849920,10,7.264282844774384e-05,7.195844426482483e-05,-7.264282844774384e-05,-7.195844426482483e-05,76.0,26373.910999539985
851968,10,7.259392092528533e-05,7.288249304951937e-05,-7.259392092528533e-05,-7.288249304951937e-05,76.0,26398.46820218996
854016,10,7.195834633367241e-05,7.176298598555963e-05,-7.195834633367241e-05,-7.176298598555963e-05,76.0,26423.406926979987
856064,10,7.220849970451785e-05,7.163575095035603e-05,-7.220849970451785e-05,-7.163575095035603e-05,76.0,26448.26738763002
858112,10,7.275263509910342e-05,7.299278728578915e-05,-7.275263509910342e-05,-7.299278728578915e-05,76.0,26473.050204279996
860160,10,7.286160769201682e-05,7.269414284818126e-05,-7.286160769201682e-05,-7.269414284818126e-05,76.0,26497.90086526
862208,10,7.312490455745822e-05,7.293443846581811e-05,-7.312490455745822e-05,-7.293443846581811e-05,76.0,26522.859828430042
864256,10,7.317109719570658e-05,7.270836221850348e-05,-7.317109719570658e-05,-7.270836221850348e-05,76.0,26548.210233729984
866304,10,7.382248755341673e-05,7.383645009072611e-05,-7.382248755341673e-05,-7.383645009072611e-05,76.0,26573.635526370024
868352,10,7.242266266838535e-05,7.287008757575014e-05,-7.242266266838535e-05,-7.287008757575014e-05,76.0,26599.142198710004
870400,10,7.243592306037882e-05,7.311358751428462e-05,-7.243592306037882e-05,-7.311358751428462e-05,76.0,26624.793215709993
872448,10,7.29066870057078e-05,7.255851174204232e-05,-7.29066870057078e-05,-7.255851174204232e-05,76.0,26650.456732219947
874496,10,7.190495623143923e-05,7.135978631876366e-05,-7.190495623143923e-05,-7.135978631876366e-05,76.0,26676.123580599997
876544,10,7.278675061634327e-05,7.246046496493038e-05,-7.278675061634327e-05,-7.246046496493038e-05,76.0,26701.713069540005
878592,10,7.334856931484232e-05,7.34400247334178e-05,-7.334856931484232e-05,-7.34400247334178e-05,76.0,26727.16780878997
880640,10,7.258235071508069e-05,7.250669909844419e-05,-7.258235071508069e-05,-7.250669909844419e-05,76.0,26752.755072659977
882688,10,7.176562603406317e-05,7.116869644859661e-05,-7.176562603406317e-05,-7.116869644859661e-05,76.0,26778.261369209948
884736,10,7.276738290998764e-05,7.20210742249585e-05,-7.276738290998764e-05,-7.20210742249585e-05,76.0,26803.76388383
886784,10,7.357600090488534e-05,7.28194281738287e-05,-7.357600090488534e-05,-7.28194281738287e-05,72.0,26829.182940409963
888832,10,7.247500637665914e-05,7.219763969075764e-05,-7.247500637665914e-05,-7.219763969075764e-05,76.0,26854.43784501001
890880,10,7.247114623811007e-05,7.327883586167954e-05,-7.247114623811007e-05,-7.327883586167954e-05,76.0,26879.28760302998
892928,10,7.349220048925715e-05,7.41381367598673e-05,-7.349220048925715e-05,-7.41381367598673e-05,76.0,26904.23712863
894976,10,7.285414995649402e-05,7.284546689439233e-05,-7.285414995649402e-05,-7.284546689439233e-05,76.0,26928.82828424997
897024,10,7.23035155456028e-05,7.273731578886426e-05,-7.23035155456028e-05,-7.273731578886426e-05,76.0,26953.583902389997
